gvkey,iid,cik,first_date,last_date
034945,01,1725206,2018-12-21,2019-02-08
170898,01,1510775,2013-01-14,2013-05-30
022637,01,1607741,2014-05-09,2018-10-19
022316,01,1622577,2014-10-24,2016-10-12
021294,01,1089061,2014-07-29,2019-11-12
187347,01,1424812,2011-05-31,2019-09-27
176867,01,1358190,2006-08-04,2025-08-14
017100,01,1512890,2013-01-18,2017-08-14
160555,02,854800,2004-05-25,2023-11-20
161925,90W,1297830,2004-09-21,2021-11-29
014913,02,826253,1995-07-17,2025-07-21
034874,01,1622244,2019-02-25,2025-06-30
297095,01,1631487,2016-11-25,2025-08-20
187122,01,1491419,2010-06-01,2025-08-14
026128,01,1648955,2015-11-24,2017-05-08
035247,01,1771928,2019-05-22,2019-09-09
035401,03,1776661,2019-08-30,2020-10-22
025905,02,1650575,2015-11-30,2017-08-17
291758,90W,1614744,2015-09-24,2025-03-10
004418,01,316253,1995-03-20,2025-06-16
032228,01,1704760,2017-07-06,2023-05-12
036688,03,1807594,2020-06-26,2023-05-15
036904,03,1819989,2020-08-25,2022-01-21
037068,02,1819994,2020-11-16,2021-08-03
028515,01,1604868,2015-11-09,2025-08-11
144558,01,1073748,2002-02-13,2024-08-21
038526,01,1769697,2021-03-26,2025-04-10
019255,01,1533030,2012-05-09,2024-11-08
183945,01,1410098,2009-11-25,2025-08-07
038087,03,1840856,2021-02-12,2025-08-11
032657,01,1709768,2017-10-26,2023-11-14
035398,03,1770251,2019-06-26,2020-11-16
039102,02,1837412,2021-05-14,2023-11-08
240066,01,1723069,2020-06-17,2025-05-06
037968,01,1838433,2021-07-14,2022-11-10
031317,90W,1696355,2017-02-10,2024-12-13
035715,01,1766146,2019-09-27,2021-08-13
036978,03,1818382,2020-08-04,2021-08-16
039550,01,1854587,2021-05-17,2025-08-14
037835,03,1840225,2021-06-25,2023-11-01
036848,03,1810560,2020-07-29,2025-08-08
038159,01,1845618,2021-06-29,2023-05-15
038804,02,1859007,2021-11-08,2025-08-13
040783,02,1887673,2022-02-18,2025-03-20
038651,01,1737372,2021-06-24,2023-08-14
038002,03,1835817,2021-04-20,2023-08-14
042023,01,1863218,2021-12-17,2025-08-27
038334,03,1842937,2021-07-12,2025-05-15
037823,01,1815753,2021-01-26,2023-11-14
041569,01,1916241,2022-03-11,2025-03-21
038306,01,1847351,2021-06-16,2023-11-13
039338,01,1760689,2021-02-16,2025-08-11
040416,01,1878074,2021-12-10,2024-05-15
038126,03,1839608,2021-07-23,2024-11-14
037918,02,1838697,2021-01-27,2022-11-14
037657,01,1825413,2021-03-11,2022-11-22
039782,01W,1863362,2021-06-21,2023-12-26
042043,02,1950429,2022-12-01,2024-05-21
036295,01,1787518,2019-11-26,2023-11-20
037905,03,1834755,2021-01-25,2023-11-14
241335,02W,1023549,2006-05-25,2025-04-30
039398,03,1841137,2021-07-06,2023-08-09
040275,01,1490349,2010-11-23,2025-08-06
041616,01,1937993,2022-07-15,2025-08-11
040295,01,1855474,2021-11-18,2024-03-11
050435,01,1903595,2024-06-18,2025-08-15
041117,01,1903392,2022-03-14,2025-07-01
038812,01,1807389,2020-05-08,2025-06-30
178518,02,1845840,2021-04-09,2025-08-06
038405,02,1843993,2021-06-21,2024-11-22
037236,03,1824884,2020-10-19,2023-12-01
038609,03,1846235,2021-06-25,2025-08-14
050628,01,2000230,2024-10-15,2025-07-22
040681,01,1896425,2022-01-27,2025-06-17
045698,02,2043699,2025-01-02,2025-08-14
130299,01,1093800,1999-08-31,2012-12-03
040822,02,1913577,2022-05-23,2025-08-15
023630,01,1615153,2014-12-05,2017-10-31
034030,01,1680873,2018-04-06,2025-08-11
031348,01W,1686850,2017-04-12,2024-05-14
034962,01,1753648,2019-02-22,2020-09-15
164471,02C,1618756,2015-03-02,2025-08-07
031348,01,1686850,2017-04-12,2024-05-14
107150,01,1512228,2016-09-02,2025-05-08
033225,01W,1673481,2017-03-06,2021-09-20
216330,01,1623613,2015-05-08,2020-11-06
039175,01,1672688,2021-05-06,2025-08-12
005764,01,48898,1994-03-25,2025-05-02
003221,01,315293,1995-03-31,2025-07-25
007637,01W,1623613,2015-05-08,2020-11-06
170714,01,1541401,2012-02-13,2025-08-06
034929,01,1501697,2018-12-20,2025-08-08
018850,02,1553079,2013-11-12,2025-08-06
029558,01,1675634,2016-05-31,2024-07-02
024291,01,49754,1996-07-25,2025-08-06
186278,01,1487712,2011-01-14,2025-08-04
001078,90W,1800,1994-03-03,2025-07-17
177367,01,1386570,2007-01-18,2025-08-06
013125,01,765880,1994-03-28,2025-07-25
039105,01,1784168,2021-05-07,2021-11-12
018850,01,1553079,2013-11-12,2025-08-06
039318,02,1805521,2021-04-05,2025-08-19
026218,01,1721741,2018-05-10,2025-08-14
019824,01W,1973832,2024-03-19,2025-08-01
034034,02W,1949543,2023-03-08,2025-08-04
023256,01,1633651,2015-02-24,2020-02-12
037871,07,1839341,2021-08-11,2025-08-08
019824,07W,1973832,2024-03-19,2025-08-01
023865,02,1630805,2015-03-16,2025-08-11
019802,04,1635282,2017-06-30,2025-07-31
327115,04W,1864163,2021-11-03,2025-08-06
035627,08W,1639825,2019-05-24,2025-08-07
022116,01,1516551,2014-11-03,2025-08-07
040305,01,1879726,2021-09-28,2025-08-14
065052,01,1599117,2014-11-19,2025-08-13
027689,01,1657045,2016-02-11,2025-08-19
041885,01,1934642,2022-11-10,2025-08-14
028093,01,1650101,2015-08-05,2025-08-14
041547,02,1944212,2022-08-31,2025-08-08
026335,01,1649744,2015-08-07,2025-06-06
035627,01,1639825,2019-05-24,2025-08-07
037749,01,1823584,2020-11-18,2025-05-15
040310,02,1888734,2022-01-21,2025-08-26
025466,05W,1648416,2015-07-23,2025-05-06
171058,01,1161582,2012-07-09,2024-08-23
163018,01,1113513,2004-09-30,2022-08-12
061711,01,1001316,1996-08-08,2025-08-08
106781,01,1017110,1999-09-03,2023-02-01
004124,01,720875,1995-05-18,2025-05-12
026567,01,924805,2015-11-23,2025-08-08
155941,01,1045942,1997-12-24,2025-08-08
160329,90C,1652044,2015-10-22,2025-07-24
160329,02W,1652044,2015-10-22,2025-07-24
065290,01,1040971,1997-08-15,2025-08-08
065417,07W,1041061,1997-07-02,2025-08-07
130040,01,1042134,1999-12-06,2010-01-28
013332,01,812121,1995-05-11,2008-02-07
017128,01,921746,1996-08-09,2002-08-14
132981,01,1100202,1999-12-08,2015-02-27
014907,01,836433,1998-09-03,1999-07-08
064507,01,912643,1997-05-20,2004-08-10
020889,01,857470,1995-05-15,2003-01-14
030163,01,351917,1996-06-14,2007-10-09
117768,01,1045810,1998-04-24,2025-08-27
065090,06,86521,1995-10-24,2023-11-03
065090,04,86521,1995-10-24,2023-11-03
110905,01,1077319,2000-07-31,2021-01-25
065901,01,1047021,1997-10-07,2001-07-05
142956,01W,926326,2000-04-20,2025-08-06
010553,01,738076,1994-01-14,2010-04-06
065944,01,1005201,1997-04-18,2020-05-11
268759,01W,1114875,2002-12-30,2006-11-07
002406,04,1144906,2002-02-08,2013-03-08
004423,01,33185,1995-03-30,2025-07-22
122034,02,1068874,1999-06-25,2017-05-30
014282,01,820313,1996-05-15,2025-04-25
221237,90,1111492,2003-03-20,2005-04-21
062836,06,927417,1996-05-07,2015-08-10
008084,01,73822,1995-11-13,2006-11-13
037489,01,922864,1996-05-14,2020-10-29
028381,01,895649,2002-11-29,2005-06-30
160632,01,1205431,2004-06-04,2006-06-06
123394,01W,882505,2003-02-05,2006-05-24
020214,01,1126874,2003-05-15,2023-05-04
029789,90,913596,2002-11-06,2008-04-10
014663,01C,784959,2003-03-17,2017-08-31
065886,01,1004434,1997-11-24,2025-08-07
029789,01W,913596,2002-11-06,2008-04-10
014663,02,784959,2003-03-17,2017-08-31
138861,01,1115836,2000-07-03,2019-02-28
016571,01,846676,1995-08-29,2025-03-10
176670,01,1138723,2006-11-13,2025-08-28
177057,01,1386369,2007-03-26,2009-07-01
015252,01,842633,1994-05-13,2025-04-29
005600,07,1364479,2006-07-14,2016-05-09
160837,01,1274150,2004-11-15,2009-06-02
002934,01,1100682,2000-01-28,2025-08-06
147202,02W,1166718,2002-12-09,2010-04-23
174147,02,1355096,2006-11-06,2025-08-07
014372,03C,949011,2002-12-24,2007-02-05
155458,01C,1252509,2003-08-19,2012-08-09
179562,01,1355096,2007-09-07,2011-08-09
061302,01W,947484,1996-05-14,2025-08-05
157679,04,1277406,2004-06-10,2013-05-09
170698,01,1287750,2004-11-17,2025-04-29
206468,91W,1054487,2005-05-05,2009-12-22
174147,02W,1355096,2007-03-01,2025-08-07
023671,09W,924613,2002-05-21,2025-03-13
006135,08,895728,2002-11-21,2025-08-01
006135,26C,895728,2002-11-21,2025-08-01
210418,11W,1091587,2001-04-03,2024-02-23
133366,01,1099800,1999-12-08,2025-08-06
028119,05,1496048,2010-11-01,2021-08-06
102422,03W,1072483,2001-12-27,2012-12-10
187529,01,1523733,2011-06-21,2014-05-07
187722,01,1311241,2011-07-29,2019-08-08
187118,01,1513845,2011-04-28,2025-04-30
017101,01,855654,1995-05-15,2023-11-02
018510,01,1280600,2013-07-03,2021-11-04
241388,90W,1504764,2011-03-07,2025-02-20
021047,01,1610092,2014-07-03,2019-11-12
025219,01,1302215,2015-05-08,2025-08-05
016428,07,915191,2002-11-12,2025-05-01
023953,01,873601,1996-05-07,2000-05-22
012587,01,799089,1995-03-20,2005-03-16
135990,01,1013871,1997-08-12,2025-08-06
268208,90W,1096056,2002-11-07,2025-04-29
028118,01,883569,1996-05-15,2025-08-14
023574,90,1621227,2015-02-05,2025-08-13
034525,01W,1741530,2018-10-26,2025-05-20
102422,01W,1072483,2001-12-27,2012-12-10
034525,02W,1741530,2018-10-26,2025-05-20
013579,06,803649,1994-03-23,2025-02-27
001186,02,2809,2002-07-24,2025-04-24
102422,90,1072483,2001-12-27,2012-12-10
006066,01W,51143,1994-03-28,2025-07-24
016428,06,915191,2002-11-12,2025-05-01
025033,01,949876,1996-06-14,2009-03-23
031630,01,937266,1996-05-15,1998-10-28
012070,01,724533,1994-03-08,2003-11-14
178404,01,892449,1996-05-14,2009-02-04
005419,02,44764,1995-03-10,1999-03-16
008080,01,73759,1995-08-14,2010-11-15
020556,01,854937,1995-05-12,2001-11-16
066455,01,1049758,1997-11-26,2007-11-07
063170,01,1012369,1996-06-28,2001-11-14
028700,01,906551,1996-05-15,2004-11-09
126140,01,1037652,1999-07-16,2006-04-14
065995,01,1066624,1998-07-24,2003-05-22
157118,01,920231,1996-05-15,1999-11-12
063413,01,948976,1996-05-14,2003-11-12
064983,01,1014488,1997-08-14,2000-11-21
064589,01,1012481,1997-07-01,2001-08-14
112183,02,1054524,1998-05-20,2002-11-14
115081,01,1047540,1998-03-04,2010-11-22
117218,04,1072806,1999-03-31,2012-04-13
066672,01,1049535,1997-11-12,2005-11-07
066602,01,1049606,1997-12-18,2025-08-05
008058,01,75053,1997-11-14,2000-11-30
153793,01,841096,2001-06-29,2005-05-16
013899,01,815274,1995-05-19,1999-08-12
145050,01,1172298,2003-01-24,2013-03-25
024404,01,868756,2008-01-16,2011-01-05
021563,01,752294,1995-08-09,2024-10-29
170607,01C,314203,1995-11-22,2025-08-06
122212,01C,1275229,2004-01-05,2020-08-19
030151,01,916298,1996-05-14,2001-11-19
022962,01,83350,1996-03-26,2025-08-14
106020,01,1015002,2000-02-24,2008-11-14
065540,02W,1041514,2004-08-25,2025-05-07
014010,01,736744,1997-02-18,2020-11-16
108839,01C,1298093,2004-07-30,2006-10-20
184789,01,1413754,2007-10-16,2025-03-05
108026,01,925541,2002-10-30,2015-09-01
014249,01C,731727,1996-07-10,2011-12-12
014018,01C,811522,2003-01-14,2024-11-29
160331,01W,1162324,2003-03-31,2015-05-11
106396,01C,1342645,2005-12-02,2008-10-03
163750,01C,1074447,2007-03-14,2015-11-23
026768,01,921638,2002-12-03,2025-08-05
108082,02W,1095847,2003-01-28,2011-01-26
114443,01,1065516,2000-06-05,2009-05-28
150521,01,822998,2003-04-16,2008-11-07
062527,01,915393,1996-07-31,2008-07-31
137470,01,1111553,2001-05-15,2003-05-27
063899,01,1020475,1996-09-06,2012-02-13
176068,01C,1371781,2006-08-11,2014-11-10
002950,01,19520,1995-02-28,2010-01-28
024852,01,858155,1996-05-14,2009-11-23
013843,01,814915,1996-08-16,2008-05-20
113981,01,1093819,1999-11-19,2010-12-17
147878,01,1120792,2001-06-21,2011-11-14
137705,01,1097504,2000-06-19,2002-06-19
008095,01,1082816,1999-03-29,2001-03-08
181070,01,1417663,2007-12-18,2025-08-07
182597,01,1420239,2008-01-17,2014-08-07
196258,01,1504222,2010-11-05,2016-07-13
187795,01,1397795,2011-09-22,2020-12-04
019182,01,1520108,2011-12-23,2016-08-15
143279,01,772370,2000-08-07,2017-04-26
178298,01C,1346917,2005-12-16,2025-04-30
164404,01,1303330,2005-02-03,2015-11-16
175503,01,1160791,2005-10-28,2025-08-06
178870,01,1413507,2007-10-09,2019-11-06
177601,01C,1031093,1999-10-15,2025-06-13
133547,01,1080034,1999-10-12,2014-11-07
175299,06,1282224,2008-08-18,2025-08-14
030640,01,1085706,1999-11-12,2015-11-09
022212,01,914626,2000-05-04,2006-02-10
022641,01,1011972,1996-05-31,2003-06-18
107899,01,1063103,2000-03-30,2001-11-19
126455,01,1091326,1999-07-29,2015-11-19
124042,17C,1086888,2003-03-31,2025-08-06
124042,14C,1086888,2003-03-31,2025-08-06
124042,15C,1086888,2003-03-31,2025-08-06
143910,01,1304740,2004-11-08,2015-05-11
062019,01,1024095,1997-01-24,2022-11-14
065717,01,1029730,1998-03-31,2020-03-13
009397,01,753899,1995-02-14,2006-11-14
030007,01,881524,1996-08-12,2020-05-06
158116,01,1109744,2002-02-05,2006-02-15
024830,01,833203,1996-12-12,2008-12-22
011178,01,103595,1994-06-06,2025-06-04
061835,01,1108107,2000-03-27,2004-11-12
029356,01,1084408,1999-06-17,2005-05-10
001951,02,320174,1996-07-12,2015-10-27
185311,01,888719,2010-03-25,2012-05-15
152318,01,1141197,2002-08-13,2013-04-12
134026,01,1103837,2000-01-28,2016-05-03
116948,01,1045284,2000-03-29,2003-09-24
127381,01,923899,1999-09-17,2002-08-14
003048,01,720145,1995-05-08,2008-03-03
141277,90W,1124140,2000-10-27,2025-08-06
030310,01,921500,1996-07-01,2014-01-30
125525,01,1094087,1999-09-03,2003-08-13
015758,01,729330,1995-05-15,2004-02-13
111627,01,1060744,1998-08-14,2003-11-14
009455,01,87196,1995-03-17,2005-03-15
111489,02,1051381,1998-04-02,2004-04-08
066599,03,1052100,1998-03-05,2021-04-29
105397,01,1038274,1997-09-16,2006-12-12
062804,01,1010788,1996-05-07,2006-08-09
016824,01,854395,1996-11-12,2014-11-14
031456,01,930686,1996-06-04,2009-11-12
160237,01,1273013,2003-12-22,2008-11-06
142812,01,1123979,2001-02-21,2018-08-02
031881,01,914329,1996-05-15,2016-08-04
024898,01,879993,1996-08-12,2012-08-02
119736,01W,1030058,1999-02-09,2011-11-09
140033,01,1010775,2000-04-21,2010-11-05
028283,01,893486,1994-03-31,2010-05-21
061737,01,1003022,1996-05-15,2011-08-05
024495,01,1012697,1996-05-13,2002-05-14
130048,01,1098402,1999-11-24,2005-11-10
214526,02W,1047564,2002-11-14,2011-08-04
108564,01W,1056910,2002-06-24,2006-02-22
024825,04,860546,1996-08-14,2025-07-31
212773,07W,1072670,2003-02-14,2007-11-30
019159,01,716605,1995-08-11,2025-05-13
028843,01,908785,1995-07-28,2014-09-08
133468,01,1034842,2000-02-04,2025-08-05
162221,01,1299966,2004-11-01,2011-11-21
064054,01,943742,1996-09-17,2007-05-15
125856,01,1141575,2001-08-13,2007-08-14
061440,01W,1001474,2003-03-28,2008-03-05
216019,01,1089496,2005-02-08,2016-11-08
015782,03W,1116578,2001-03-26,2024-03-26
216019,15W,1089496,2005-02-08,2016-11-08
216019,01W,1089496,2005-02-08,2016-11-08
160415,01,1111247,2000-04-20,2011-11-04
008655,01,230463,1994-02-28,2007-10-31
065457,01,1023966,1996-10-02,2008-12-22
107917,01C,1177470,2002-12-03,2014-03-27
062093,01,943605,1996-06-14,2008-12-10
158100,01,1176193,2002-08-01,2009-04-20
176764,01,1373670,2006-12-08,2014-10-22
176369,01,1044577,2007-01-04,2015-02-13
162349,01,1178409,2002-11-14,2016-05-13
170967,01,1386926,2007-08-02,2017-11-08
024842,01,867840,1996-09-19,2025-05-15
164510,03,1326190,2005-09-12,2017-05-03
008892,01,700841,1995-05-16,2025-08-07
180654,01,1437213,2008-07-15,2013-05-08
221261,05W,1190713,2003-05-16,2013-03-06
176783,03,1433669,2008-04-30,2015-08-14
061811,04W,1001838,1996-05-14,2025-07-31
007977,07,72903,1994-01-25,2025-07-31
184767,90,1490366,2010-04-27,2019-05-15
028473,01,902748,1995-03-31,2014-09-08
179441,01,1113784,2007-08-17,2013-07-30
061028,01,945983,1996-05-15,2025-07-31
163023,01,1317436,2005-02-11,2012-10-25
030582,01W,1096061,2002-11-12,2018-11-30
270034,01,1316631,2009-10-29,2012-10-18
002408,02C,868675,2002-11-05,2025-08-01
222357,93,1157557,2003-06-30,2011-06-30
030582,91,1096061,2002-11-12,2018-11-30
205942,90W,1122491,2002-08-22,2025-08-15
101310,98W,1114448,2001-04-11,2025-07-17
101310,97W,1114448,2001-04-11,2025-07-17
152012,01C,1279944,2011-06-07,2016-02-24
025314,01,863015,1996-06-04,2017-02-24
158743,02,1278027,2004-11-12,2025-08-04
162489,02,1324410,2005-05-12,2018-10-31
002817,92W,18230,1994-03-02,2025-08-06
030529,01,919808,1996-03-07,2019-03-08
162489,01,1324410,2005-05-12,2018-10-31
163930,01W,1326200,2005-05-09,2025-08-06
183791,03C,1475260,2010-02-18,2025-02-20
061163,05,1295810,2004-07-02,2025-08-06
266196,01C,1322232,2012-10-17,2013-09-12
019529,01,1585023,2013-09-12,2018-08-02
266196,01,1322232,2012-10-17,2013-09-12
186329,01,1503290,2011-07-01,2025-07-07
025495,07,1379895,2007-05-09,2018-02-22
003806,01,799165,2015-03-23,2025-08-13
033861,90,1737806,2018-06-29,2025-04-28
017185,01,1347858,2011-02-01,2025-08-14
170555,02,1534126,2012-01-17,2024-03-07
034945,02,1769484,2019-03-18,2025-06-20
033861,96W,1737806,2018-06-29,2025-04-28
036192,02,1801661,2020-05-07,2020-11-16
050375,01,1786108,2020-01-16,2025-08-06
037814,90,1804583,2020-11-13,2025-03-24
037363,02,1823086,2020-10-13,2023-11-20
031478,01,1571329,2013-05-30,2025-05-08
037111,04,1818874,2020-11-23,2021-05-24
038527,01,1711933,2021-02-05,2025-05-13
039241,01,1849670,2021-03-12,2025-08-14
027668,01C,1773250,2019-11-12,2022-03-16
037406,01,1819113,2020-10-14,2021-11-15
037273,01,1818089,2020-12-10,2023-08-14
037821,02,1823143,2021-01-14,2022-11-14
287882,90C,1444406,2008-09-12,2025-05-06
035612,01C,1780232,2019-07-19,2025-08-01
037283,04,1824013,2020-10-26,2022-08-12
039433,03,1851959,2021-07-01,2025-08-05
038288,01,1874944,2021-08-12,2025-03-13
038029,03,1891101,2022-03-16,2025-08-04
060834,01,1438472,2022-04-26,2025-08-04
037669,03,1899830,2022-03-25,2025-03-28
038963,01,1849408,2021-07-30,2023-05-12
037650,02,1829797,2021-03-31,2022-11-10
041389,02,1934945,2022-06-30,2025-08-13
039763,03,1861541,2021-06-14,2024-03-29
021926,01,829117,1996-10-15,2011-03-31
066048,01,1098207,2000-01-25,2006-08-24
029764,01,1029738,1998-05-15,2006-05-15
149180,01,740571,2000-02-16,2013-04-22
021769,01,1298700,2004-10-20,2009-04-15
120051,01,882509,1999-06-29,2009-07-14
154033,01,1166847,2002-06-25,2014-11-13
147183,01,1120970,2001-03-19,2025-08-14
144343,01,1121282,2001-07-06,2009-08-19
142045,02,1118847,2003-09-22,2009-09-21
065054,01,1024920,1997-04-16,2015-11-23
031057,01,880121,1996-09-13,2002-03-18
110488,01,1011698,1996-11-14,2005-05-13
186607,01,1126234,2010-12-21,2020-03-03
165152,01,1127007,2003-08-18,2024-01-29
142252,01,1085217,2000-03-17,2006-11-21
178203,01,1373024,2006-12-27,2012-03-29
177858,01,1395400,2007-06-06,2017-03-22
018685,01,1508348,2010-12-23,2025-02-14
144989,01,1030561,2002-11-14,2006-05-09
005742,04,1130310,2002-11-14,2021-02-25
015582,01C,9631,2002-08-27,2025-08-26
015582,10C,9631,2002-08-27,2025-08-26
016423,11,1085359,2001-08-29,2014-03-05
015582,26C,9631,2002-08-27,2025-08-26
135945,01,1107194,2000-02-18,2008-08-08
061448,01,949699,1996-05-13,2015-05-04
148291,01,1116677,2000-10-10,2005-01-04
065186,01,943941,1996-09-23,2003-09-19
162563,01,1162895,2001-12-11,2009-05-08
176968,01,1169440,2006-09-19,2014-11-19
007389,01,317340,1995-11-13,2020-11-16
024627,08,897455,2003-05-19,2009-05-19
022570,01C,1015647,2002-12-19,2025-08-08
157055,01,1085105,2003-01-02,2007-04-24
028355,01,943946,2002-12-20,2009-11-16
264366,01,1369128,2006-07-21,2021-08-27
151596,01,1140003,2001-11-14,2006-11-21
064637,01,808326,1997-03-07,2025-02-14
030276,01,1370489,2006-12-13,2018-05-21
020519,01,913659,2000-03-16,2010-02-16
106271,01,1040415,1999-12-03,2007-05-15
163931,01W,1228627,2005-04-29,2020-10-29
115081,01W,1047540,2004-04-14,2010-11-22
061774,01W,949428,1996-05-15,2010-11-15
004839,90W,37996,1994-03-21,2025-07-31
012487,01,20639,1996-05-07,2025-08-13
038278,02,1842659,2021-05-07,2023-05-12
037325,01W,1228627,2020-08-27,2025-08-13
037922,03,1801602,2020-05-14,2025-08-14
039949,01,1857803,2021-10-22,2024-11-14
039791,02,1635088,2021-05-14,2025-08-11
019941,01,857139,1995-11-13,2002-11-14
122916,01,1076682,1999-08-02,2023-05-12
012828,01,744962,1995-09-28,2011-10-13
024717,01,886328,1996-06-28,2017-02-14
005417,01,703559,1994-01-27,2005-11-09
155617,01,1039387,2003-08-08,2005-04-19
157573,01,1303180,2005-02-28,2010-04-30
165141,01C,1123267,2006-02-01,2009-01-30
064661,01,1036642,2004-04-01,2014-02-11
155617,02,1039387,2003-08-08,2005-04-19
142155,01,1099963,1999-12-23,2010-04-07
160502,01,1164554,2004-05-14,2009-11-20
161041,01,1288633,2004-11-18,2006-08-14
106687,01,1166708,2003-08-26,2025-08-14
031754,01,891389,1996-05-15,2007-05-30
164347,03,1319644,2005-08-25,2008-08-19
024193,01,1071341,1999-03-31,2012-08-09
147856,01,1145700,2001-11-16,2008-11-26
066191,01,1020302,2000-02-24,2013-11-18
163644,01,1145061,2005-04-20,2009-11-23
012782,01,726845,1996-06-21,2010-12-10
177570,02,1345715,2006-04-12,2009-06-09
177699,03,1374796,2006-10-06,2009-05-11
062497,01,889992,1996-05-13,2008-11-07
062525,01,946644,1996-05-14,2025-08-14
031683,01,878731,1996-06-14,2009-06-16
162817,01,1242047,2003-06-16,2011-05-16
179390,01,1361916,2007-01-29,2008-11-18
061452,90W,1001290,2002-11-19,2025-03-04
154817,01,1364728,2007-02-20,2015-07-23
176229,01,1357459,2006-04-03,2021-03-22
178840,02,1396016,2007-04-20,2009-10-16
175721,01,1365669,2006-06-21,2010-11-19
137861,05,1105542,2000-04-11,2009-03-31
164704,01,1402364,2007-06-25,2010-02-16
179177,01,1366312,2007-03-01,2015-08-14
166006,01,1364896,2006-06-26,2013-11-13
184830,01,1359687,2006-06-09,2025-05-15
201140,91,1113172,2001-09-18,2013-04-30
178300,01,1388295,2007-04-16,2025-08-12
031751,01,943324,1996-08-14,2012-08-14
020280,01,1474464,2009-11-12,2025-05-15
005831,01,49728,1996-08-12,2021-08-12
175509,01,1349437,2006-01-18,2019-04-01
176135,01,1268659,2003-11-04,2013-08-09
029052,03,910108,1996-05-15,2025-05-01
